src_id,dst_id,wire_cap_ff,wire_length_um,is_critical
49,68,25.09,167.55,0
49,59,82.47,345.44,0
49,40,82.36,439.64,0
50,81,95.36,491.12,0
50,37,3.56,26.75,0
50,33,58.1,367.97,0
50,28,17.44,210.11,0
50,24,38.61,190.2,0
51,64,37.93,369.11,0
51,80,63.54,269.55,0
51,74,7.09,67.06,0
51,90,5.49,40.86,0
51,28,22.95,96.28,0
52,49,5.79,32.69,0
52,33,41.01,315.75,0
52,35,29.77,200.95,0
52,32,104.88,456.12,0
52,66,23.2,190.75,0
53,78,32.46,346.61,1
53,3,58.18,334.89,0
53,66,20.85,206.18,0
53,29,43.33,481.77,0
54,78,50.25,419.18,0
54,73,37.61,215.52,0
55,71,30.82,147.8,0
55,49,5.94,48.52,0
55,60,105.41,428.32,0
55,12,16.96,119.68,0
56,77,7.3,58.82,0
56,71,58.46,374.0,0
56,50,26.99,256.51,1
57,28,28.77,213.65,0
57,63,65.95,307.9,0
57,83,22.75,137.0,1
57,11,17.64,81.52,0
57,48,66.48,288.03,0
58,27,63.68,392.47,0
58,39,28.89,274.85,0
58,54,58.39,319.63,0
58,33,9.77,87.11,0
58,0,73.73,321.65,0
58,69,52.79,423.28,0
59,2,20.49,99.19,0
59,88,7.95,86.36,0
60,80,61.98,278.53,0
60,75,77.45,472.14,0
60,49,56.3,305.74,0
60,29,11.01,60.68,0
60,9,8.67,59.48,0
60,53,58.27,319.04,0
61,38,6.08,51.4,0
61,23,14.74,80.35,0
61,19,13.21,121.61,0
61,51,67.81,323.21,0
62,71,50.27,433.51,0
62,52,22.66,120.49,0
63,61,57.31,490.54,0
63,7,34.83,174.73,0
64,49,3.3,36.06,0
64,48,44.23,217.31,0
64,72,7.58,49.22,0
64,67,90.44,478.28,0
65,6,32.57,283.18,0
65,37,18.72,90.77,0
65,74,57.38,349.32,0
65,51,29.44,298.81,0
65,36,20.95,95.15,0
65,59,92.18,395.39,0
66,51,30.24,187.14,0
66,72,37.58,443.21,0
67,52,30.77,195.69,0
67,69,23.58,141.99,0
67,68,39.43,388.35,0
67,53,25.73,205.6,0
68,52,42.15,329.17,0
68,62,26.55,115.35,0
68,47,43.35,419.32,0
68,19,43.64,418.98,0
69,47,10.7,108.67,0
69,52,65.9,321.59,0
70,87,14.87,102.71,0
70,45,43.78,291.68,0
70,36,16.28,120.14,0
70,34,29.04,297.64,0
71,76,71.82,407.68,0
71,53,18.42,156.75,0
72,54,67.52,460.04,0
72,21,2.42,19.82,0
72,66,77.3,371.59,0
72,53,3.99,29.15,0
73,28,92.69,381.3,0
73,12,7.32,38.9,0
73,67,33.72,239.09,0
73,45,85.55,375.85,0
73,70,21.28,121.11,0
73,15,8.02,65.33,0
74,16,50.68,419.84,0
74,15,71.81,376.02,0
74,46,53.07,273.51,0
74,76,39.85,352.07,0
74,23,62.32,432.08,0
75,81,3.02,30.38,0
75,62,41.81,256.24,0
75,71,11.59,71.69,0
76,66,55.8,253.41,0
76,10,62.58,431.06,0
77,67,40.0,181.84,0
77,49,85.61,491.92,0
77,40,25.14,283.41,0
77,82,27.75,173.6,0
77,46,16.69,130.6,0
78,74,83.73,343.61,0
78,20,6.4,45.7,0
78,30,61.44,293.66,1
79,67,45.71,315.83,0
79,12,44.34,317.45,0
79,52,25.2,123.37,0
79,7,36.89,234.3,0
79,60,73.91,419.1,0
80,61,62.44,360.2,0
80,90,65.52,287.98,0
80,59,74.32,317.68,0
80,40,63.68,294.86,0
81,31,10.38,95.76,0
81,71,18.82,93.13,0
81,50,39.93,303.12,0
81,55,33.79,262.63,0
81,13,17.57,199.07,0
81,91,4.53,26.4,0
82,59,5.84,67.26,0
82,13,57.33,294.26,0
82,24,67.13,403.94,0
82,49,87.5,413.53,0
82,75,23.44,249.78,0
83,40,104.7,461.47,0
83,75,46.62,459.46,1
84,40,39.05,193.86,0
84,61,54.11,228.04,0
84,29,28.67,207.29,0
84,30,23.04,230.67,0
85,59,24.53,141.4,0
85,10,92.56,453.4,0
85,11,17.27,81.46,0
85,9,77.5,379.21,0
85,37,85.41,382.19,0
86,4,25.13,205.18,0
86,33,28.37,245.68,0
86,44,69.7,458.66,0
86,82,52.51,423.4,0
87,33,52.46,294.85,0
87,15,71.74,380.47,0
87,13,89.55,362.77,0
88,69,68.13,433.27,0
88,55,17.63,205.23,0
88,76,87.93,399.2,0
88,36,63.72,278.1,0
88,5,92.11,437.22,0
88,11,15.07,85.26,0
89,15,54.11,336.39,0
89,35,82.37,355.52,0
89,12,2.85,30.34,0
89,46,69.66,450.26,0
89,38,53.07,252.49,0
90,49,10.01,72.36,0
90,26,3.02,35.21,0
90,0,8.31,37.39,0
90,1,64.15,281.31,0
91,54,58.67,245.68,0
91,17,59.45,261.09,0
