node_id,name,cell_type,logic_depth,fanout,fan_in,slack_ns,cell_delay_ps,drive_strength,cell_area_um2,congestion_score,is_critical
40,cell_40,Buffer,7,2,2,0.463,18.3,3.3,3.96,0.751,0
41,cell_41,Register,2,1,1,0.637,12.2,3.0,5.38,0.023,0
42,cell_42,Buffer,1,4,1,0.351,20.0,3.9,3.16,0.765,0
43,cell_43,Port,2,2,1,0.445,12.5,4.2,3.58,0.205,0
44,cell_44,Port,1,5,1,0.203,11.1,4.8,0.81,0.673,0
45,cell_45,Register,5,2,1,0.489,11.2,1.5,3.65,0.437,0
46,cell_46,Port,3,4,1,0.257,6.1,1.7,5.17,0.875,0
47,cell_47,Port,4,2,1,0.166,17.4,1.5,4.87,0.342,1
48,cell_48,Buffer,6,1,1,0.578,5.8,4.9,3.47,0.021,0
49,cell_49,Port,8,9,1,0.564,8.9,3.4,1.64,0.508,0
50,cell_50,Port,2,2,1,0.735,4.6,1.1,5.13,0.388,0
51,cell_51,Register,6,2,2,0.371,14.6,3.0,2.12,0.442,0
52,cell_52,Buffer,6,1,1,0.622,14.2,4.2,1.7,0.205,0
53,cell_53,Logic,7,2,1,0.665,13.4,2.7,1.46,0.145,0
54,cell_54,Logic,7,2,3,0.633,9.8,3.8,5.36,0.077,0
55,cell_55,Logic,4,1,1,0.252,9.1,4.6,1.46,0.837,0
56,cell_56,Logic,6,1,1,0.545,17.3,2.5,2.17,0.683,0
57,cell_57,Logic,7,2,2,0.609,12.2,3.2,3.88,0.168,0
58,cell_58,Logic,2,4,1,0.502,16.6,2.7,1.89,0.404,0
59,cell_59,Register,4,2,3,-0.126,10.6,1.1,3.49,0.218,1
60,cell_60,Logic,8,1,2,0.548,15.9,2.7,3.85,0.353,0
61,cell_61,Register,3,3,1,1.164,21.5,3.8,1.44,0.274,0
62,cell_62,Port,4,1,1,0.392,17.9,1.3,3.57,0.715,0
63,cell_63,Port,1,1,1,0.282,12.9,1.3,4.43,0.898,0
64,cell_64,Buffer,2,1,1,0.612,16.3,4.5,4.51,0.379,0
65,cell_65,Logic,8,1,1,0.594,13.8,3.7,3.94,0.878,0
66,cell_66,Logic,3,1,1,0.858,15.0,2.9,1.45,0.961,0
67,cell_67,Register,2,1,1,0.123,13.4,3.0,3.93,0.686,1
68,cell_68,Buffer,5,1,1,0.719,14.2,2.0,4.06,0.563,0
69,cell_69,Buffer,4,1,1,0.677,16.1,4.7,3.26,0.645,0
70,cell_70,Port,7,2,1,0.457,10.0,1.6,1.52,0.065,0
71,cell_71,Register,5,1,1,0.602,9.9,1.1,2.81,0.713,0
72,cell_72,Logic,4,1,2,0.809,8.1,1.3,3.1,0.022,0
73,cell_73,Register,2,5,1,0.762,7.0,1.7,1.09,0.572,0
74,cell_74,Port,4,1,1,0.157,8.9,1.8,4.11,0.36,1
75,cell_75,Logic,1,2,5,0.746,15.8,3.6,1.96,0.02,0
76,cell_76,Register,1,1,1,0.481,10.5,3.2,1.74,0.436,0
77,cell_77,Logic,1,1,1,0.522,17.6,3.2,3.49,0.445,0
78,cell_78,Logic,5,2,1,0.522,15.2,2.9,3.67,0.424,0
79,cell_79,Register,2,2,1,0.455,5.2,4.9,2.19,0.437,0
80,cell_80,Buffer,4,6,1,0.858,18.3,3.6,4.94,0.348,0
81,cell_81,Register,3,2,1,0.475,19.1,3.3,4.55,0.269,0
82,cell_82,Port,2,9,1,0.164,10.0,1.5,2.37,0.912,1
83,cell_83,Buffer,2,1,4,0.382,17.1,1.2,2.46,0.26,0
84,cell_84,Logic,5,1,1,0.554,10.7,1.8,4.09,0.158,0
85,cell_85,Logic,8,1,1,0.869,15.5,2.2,5.16,0.219,0
86,cell_86,Port,2,1,3,0.681,8.7,4.0,2.8,0.585,0
87,cell_87,Buffer,7,2,1,0.245,6.0,2.6,2.21,0.517,0
88,cell_88,Logic,6,3,4,1.246,13.1,2.5,1.77,0.531,0
89,cell_89,Logic,7,1,1,0.579,14.4,3.0,0.86,0.196,0
90,cell_90,Logic,1,8,3,0.883,13.0,1.0,1.12,0.036,0
91,cell_91,Buffer,5,5,1,0.454,9.1,3.1,2.38,0.381,0
92,cell_92,Port,6,1,2,0.66,13.0,2.1,3.25,0.048,0
93,cell_93,Register,7,1,4,0.752,16.3,3.1,2.47,0.229,0
94,cell_94,Register,6,1,1,0.865,14.8,2.2,0.83,0.707,0
95,cell_95,Logic,4,1,1,0.817,15.9,4.2,4.56,0.159,0
96,cell_96,Port,5,1,1,0.762,11.6,2.3,1.77,0.615,0
97,cell_97,Logic,7,2,1,0.405,20.9,2.0,2.98,0.553,0
98,cell_98,Buffer,8,1,1,0.328,9.1,2.9,5.17,0.25,0
99,cell_99,Buffer,1,1,1,0.6,17.4,1.9,3.25,0.525,0
100,cell_100,Logic,8,13,1,0.78,20.9,3.7,4.61,0.255,0
101,cell_101,Port,1,3,1,0.433,17.4,2.9,3.06,0.149,0
102,cell_102,Port,8,8,1,0.82,14.0,1.9,2.6,0.142,0
103,cell_103,Logic,6,1,1,0.936,12.4,1.7,1.83,0.436,0
104,cell_104,Logic,6,1,1,0.225,20.2,3.2,5.41,0.871,0
105,cell_105,Port,1,2,1,0.249,7.9,3.5,3.64,0.186,0
106,cell_106,Port,5,1,1,0.458,10.1,4.4,2.95,0.409,0
107,cell_107,Port,8,1,1,0.592,13.0,1.3,1.04,0.167,0
108,cell_108,Port,7,3,1,0.343,21.2,3.7,2.69,0.067,0
109,cell_109,Buffer,2,3,1,0.906,16.9,4.4,2.07,0.872,0
110,cell_110,Logic,7,1,1,0.627,10.2,1.6,1.2,0.621,0
111,cell_111,Logic,6,2,3,0.512,13.4,4.0,1.11,0.573,0
112,cell_112,Logic,8,1,1,0.069,11.9,2.9,4.3,0.783,1
113,cell_113,Register,1,1,2,0.105,11.5,5.0,5.47,0.872,1
114,cell_114,Register,7,1,2,0.584,19.9,1.3,0.71,0.867,0
115,cell_115,Port,1,1,3,-0.14,8.1,1.7,0.85,0.741,1
116,cell_116,Buffer,8,1,5,0.804,23.0,3.5,1.04,0.288,0
117,cell_117,Register,2,9,1,0.453,19.1,2.7,3.18,0.47,0
118,cell_118,Logic,8,2,1,1.473,20.5,3.5,1.14,0.423,0
119,cell_119,Register,5,3,4,1.192,12.7,4.8,0.98,0.168,0
120,cell_120,Buffer,2,1,1,0.446,14.3,4.3,4.22,0.017,0
121,cell_121,Buffer,2,1,1,0.468,7.8,2.6,2.62,0.961,0
122,cell_122,Port,4,1,2,0.799,12.4,4.0,0.7,0.603,0
123,cell_123,Logic,2,1,2,1.011,17.5,1.2,3.8,0.077,0
124,cell_124,Logic,8,1,5,0.009,21.5,2.3,0.8,0.773,1
125,cell_125,Port,7,4,11,-0.036,9.5,2.6,1.06,0.269,1
126,cell_126,Port,6,3,2,0.313,13.2,1.8,5.38,0.783,0
127,cell_127,Buffer,4,2,1,0.675,14.2,3.9,4.1,0.534,0
128,cell_128,Logic,8,1,4,0.649,8.0,2.5,1.92,0.779,0
129,cell_129,Register,1,7,1,0.821,18.0,2.8,1.7,0.553,0
