src_id,dst_id,wire_cap_ff,wire_length_um,is_critical
63,2994,10.07,55.71,0
63,35,45.53,246.32,0
63,6544,47.56,195.91,0
63,11882,74.92,414.34,0
63,3308,42.73,491.46,0
63,17208,52.34,222.7,0
63,15766,63.34,358.7,0
63,20473,23.85,156.35,0
64,10960,20.08,122.74,0
64,16477,6.26,38.99,0
64,17231,19.72,131.12,0
64,19646,5.5,22.72,0
64,16691,7.44,42.47,0
64,10989,5.13,43.06,0
64,2108,46.93,208.38,0
64,17521,35.95,281.98,0
65,1507,55.11,248.86,0
65,3941,11.07,46.71,0
65,11743,43.52,324.97,0
65,2489,85.77,452.57,0
65,8461,38.0,421.12,0
65,2570,50.09,322.18,0
65,10145,12.17,60.0,0
65,10961,19.0,99.53,0
66,10812,80.04,328.14,0
66,6904,44.94,291.55,0
66,7007,59.9,326.61,0
66,20215,42.02,257.69,0
66,9588,100.15,426.63,0
67,11445,8.56,57.43,0
67,19598,22.35,125.53,0
67,3404,14.76,73.98,0
67,13827,26.8,240.7,0
67,18091,31.58,236.82,0
67,220,59.52,347.49,0
68,20886,18.55,79.6,0
68,12139,29.09,118.06,0
68,10896,27.67,323.56,0
68,1651,29.27,190.68,0
68,4067,42.36,205.91,0
69,12481,27.01,329.2,0
69,5188,61.46,483.56,0
69,18291,64.0,477.54,0
69,7768,9.46,64.08,0
69,14924,21.18,195.75,0
69,19733,18.03,86.35,0
70,6559,48.46,322.49,1
70,13198,115.04,493.37,0
70,20726,60.02,398.78,0
70,12383,103.28,499.6,0
70,9749,113.55,486.02,0
71,11313,1.48,10.74,0
71,17892,51.18,246.06,0
71,800,19.59,159.2,0
71,8703,53.36,428.53,0
71,8494,17.9,76.86,0
72,16985,18.65,228.59,0
72,710,79.9,336.17,0
72,7652,36.17,287.3,0
72,17420,7.96,78.57,0
72,15469,19.96,247.86,0
72,2303,55.7,480.77,0
73,179,96.85,490.05,0
73,5926,52.54,318.32,0
73,1081,78.93,497.42,0
73,8071,16.98,75.02,0
73,9136,51.73,265.47,0
73,15082,57.83,271.62,0
74,7058,8.27,61.77,0
74,20130,39.83,299.23,0
74,15144,2.24,20.46,0
74,1856,5.42,36.88,0
74,7251,16.9,130.89,0
74,6451,39.09,221.08,0
75,10086,21.65,202.15,0
75,14311,8.99,92.39,0
75,6386,5.07,27.91,0
75,1386,25.57,167.31,0
75,509,61.12,312.02,0
75,15279,3.99,41.92,0
75,19516,115.05,496.51,0
76,16866,40.49,247.55,0
76,19575,34.54,232.04,0
76,11181,4.1,36.47,0
76,17815,52.91,412.64,0
76,15971,52.74,378.26,0
77,281,4.56,21.15,0
77,8025,18.7,223.67,0
77,20838,58.17,235.7,0
77,5837,5.14,42.23,0
77,4830,0.71,5.52,0
78,9417,51.1,462.68,0
78,6406,61.79,361.47,0
78,11844,97.88,474.69,0
78,1689,4.97,52.19,0
78,8830,68.13,424.2,0
78,14208,75.87,478.47,0
79,1864,72.99,476.14,0
79,11874,38.53,239.98,0
79,7262,54.89,246.57,0
79,3663,75.29,345.83,0
79,1573,17.36,103.98,0
80,6648,15.66,63.13,0
80,18873,35.05,216.85,0
80,18123,16.51,91.17,0
80,11825,1.76,10.66,0
80,783,31.4,213.69,0
80,5112,9.4,45.35,0
80,3802,48.98,416.56,0
80,10485,85.39,426.81,0
81,4614,32.98,212.48,0
81,19697,7.23,51.13,0
81,12499,34.4,326.06,1
81,14705,97.1,474.33,0
81,4257,58.57,316.12,0
82,5740,53.72,409.02,0
82,12216,90.07,384.55,0
82,5194,94.14,492.35,0
82,64,66.0,265.31,0
82,1990,14.91,89.76,0
82,10405,16.37,81.87,0
82,4649,39.52,172.36,0
82,959,65.92,496.63,0
83,6250,8.82,67.67,0
83,15773,52.49,328.74,0
83,20714,61.44,391.72,0
83,16473,7.93,40.64,0
84,10795,15.75,77.48,0
84,1664,16.99,152.84,1
84,20170,44.5,246.33,0
84,19253,89.64,369.97,1
84,19712,26.66,173.71,0
84,2717,25.23,222.16,0
84,20991,31.36,173.79,1
85,416,61.32,257.59,0
85,3740,42.56,193.47,0
85,14585,48.2,343.64,0
85,12870,34.84,231.81,0
85,18932,63.8,350.92,0
85,20931,56.74,255.11,0
85,20220,13.66,110.54,0
85,11171,62.91,342.4,0
86,10131,30.52,218.39,0
86,12169,58.76,272.76,0
86,4932,69.09,297.1,0
86,18161,52.91,459.28,0
86,9607,72.86,340.98,0
86,16711,120.81,496.34,0
86,14105,63.7,475.6,0
86,13720,25.19,101.98,0
87,2733,12.35,85.3,0
87,6277,64.96,429.61,0
87,18510,90.31,465.3,0
87,11863,18.41,176.79,1
87,17925,48.27,353.2,1
87,2727,2.84,30.53,0
87,3424,13.88,173.45,0
87,5544,12.44,88.21,0
88,6542,4.18,30.17,0
88,12492,12.94,109.11,0
88,6132,14.8,115.56,0
88,12692,48.12,303.45,0
88,7963,34.81,209.61,0
88,15632,3.62,29.45,0
88,1735,49.38,459.45,0
88,4987,100.44,414.5,0
89,20480,4.68,21.74,0
89,2737,56.28,325.12,0
89,16228,1.86,8.25,0
89,872,43.16,186.48,0
89,18275,72.45,471.36,0
89,3328,80.04,365.8,0
90,10299,42.8,223.78,0
90,152,53.62,446.8,0
90,9267,35.01,288.84,0
90,19872,6.21,34.08,0
90,17237,5.32,60.39,0
90,4000,37.28,380.28,0
90,2788,52.41,390.73,0
91,5663,44.0,315.68,0
91,14539,42.99,180.09,0
91,7738,20.35,158.41,0
91,5277,23.1,142.81,0
91,17758,21.59,124.28,0
91,20928,42.41,332.35,0
91,5759,15.84,79.07,0
92,5137,15.5,62.49,0
92,14928,12.93,68.11,0
92,9921,29.8,371.25,0
92,9556,29.45,173.02,0
92,5390,26.63,235.64,0
92,5959,48.27,462.2,0
93,20386,11.06,131.25,0
93,14883,44.51,248.75,0
93,6738,29.17,222.97,0
93,2699,92.16,449.18,0
93,19127,71.27,310.82,0
93,14013,39.66,293.74,0
93,7991,19.94,239.0,0
94,16548,9.07,36.8,0
94,14605,83.87,423.69,0
94,1764,98.42,444.48,0
94,10481,88.36,451.44,0
94,12115,38.36,264.45,0
94,18150,14.75,92.28,0
95,19714,99.92,446.72,0
95,13016,22.39,224.53,0
95,13370,27.03,170.97,0
95,2922,1.25,9.34,0
95,18978,31.26,338.01,0
95,10058,70.02,350.22,0
95,15774,60.79,308.22,0
95,19527,64.72,460.46,0
96,643,36.37,206.56,0
96,13381,40.41,407.8,0
96,16555,32.67,264.8,0
96,18106,34.69,268.24,0
96,20551,20.63,136.37,0
96,18460,9.43,73.79,0
97,19491,16.31,109.68,0
97,19673,65.53,312.41,0
97,15185,38.06,317.08,0
97,18516,28.85,130.71,0
97,7046,5.76,56.72,0
97,2564,17.21,70.13,0
97,10734,11.94,137.01,0
97,3113,56.93,366.78,0
98,7648,89.93,391.58,1
98,20534,47.69,408.98,0
98,2745,79.85,451.82,0
98,3263,30.0,128.11,0
98,4282,87.09,357.64,0
98,16690,19.27,109.96,0
98,16121,76.75,323.07,0
99,12395,23.8,162.95,0
99,15589,11.34,130.38,0
99,20911,4.46,33.68,0
99,10483,26.86,296.75,0
99,20396,30.52,259.73,0
99,6306,29.49,190.99,0
99,105,22.68,139.74,0
100,3963,80.29,461.89,0
100,11599,38.21,473.65,0
100,17695,62.35,441.79,0
100,3439,75.8,417.47,0
100,747,42.06,172.77,0
100,8327,7.64,66.02,0
100,8879,60.78,298.0,0
101,12021,10.34,98.72,0
101,12137,10.07,105.55,0
101,3884,34.93,193.51,0
101,12529,31.59,141.49,0
101,11260,25.68,158.51,0
101,1559,11.18,100.54,0
102,5150,14.28,63.45,0
102,13813,52.14,218.51,0
102,7956,33.32,373.63,0
102,3582,77.29,338.74,0
102,13823,64.14,488.99,0
102,14295,65.94,401.48,0
103,9806,19.37,236.72,0
103,13946,21.34,103.26,0
103,5860,42.04,196.32,0
103,1238,49.72,204.78,0
103,11669,101.69,420.11,0
103,10453,35.17,354.25,0
104,16112,68.82,278.31,0
104,17887,58.96,334.65,0
104,8311,19.25,117.83,0
104,534,31.33,148.41,0
105,18996,64.96,419.58,0
105,7151,86.46,404.52,0
105,1985,3.92,17.78,0
105,4003,34.7,212.91,0
106,4862,73.33,296.14,0
106,20198,38.49,407.4,0
106,5238,106.84,440.03,0
106,2437,77.19,479.12,0
106,5871,10.38,59.69,0
106,11703,8.91,70.25,0
107,16823,21.9,103.52,0
107,2380,27.21,125.65,0
107,2078,2.54,10.38,0
107,20870,41.98,334.95,0
107,5661,22.24,195.57,0
107,11857,72.88,337.45,0
108,592,82.99,464.11,0
108,7433,60.44,446.43,0
108,11790,28.0,253.52,0
108,8398,21.01,159.56,0
109,18459,81.08,447.95,0
109,7437,11.21,50.65,0
109,17155,43.76,355.52,0
109,12165,23.18,163.45,0
110,17858,32.57,150.11,0
110,10398,0.85,8.41,0
110,1279,9.23,45.58,0
110,4815,38.6,374.54,0
110,2652,40.6,386.69,0
111,19158,54.79,342.82,0
111,13577,40.13,303.64,0
111,1847,21.53,264.63,0
111,20346,80.27,411.0,0
112,9364,25.56,227.08,0
112,2088,17.85,206.76,0
112,12448,68.77,407.05,0
112,15190,82.37,375.92,0
112,17180,68.79,308.84,0
112,4681,19.12,78.37,0
112,6987,41.9,261.86,0
112,15004,8.01,37.39,0
113,14467,8.72,65.87,0
113,16424,24.96,274.01,0
113,11162,11.15,77.33,0
113,13965,50.93,238.21,0
113,1674,30.97,147.77,0
113,9513,62.18,374.56,0
114,12763,33.29,168.59,0
114,883,98.89,450.77,0
114,11128,105.89,467.47,0
114,6809,0.99,8.24,0
115,3744,34.5,260.42,0
115,10182,20.58,189.64,0
115,2320,2.55,24.17,0
115,1743,43.4,482.16,0
115,12689,103.35,428.48,0
115,4762,16.01,171.63,0
115,7565,24.58,182.53,0
115,1728,24.31,123.09,0
116,16282,41.34,286.51,0
116,1213,1.04,8.49,1
116,3168,5.38,62.21,1
116,2327,30.3,275.18,0
117,9868,19.03,176.66,0
117,12574,3.1,14.67,0
117,105,51.49,275.77,0
117,17800,51.3,442.73,0
117,19010,94.93,486.8,0
117,651,64.81,396.12,0
117,20185,51.88,313.2,0
118,2357,41.22,337.47,0
118,16768,28.94,273.77,0
118,1766,35.96,205.51,0
118,8164,69.24,283.37,0
118,4201,70.19,393.54,0
118,14143,56.0,251.54,0
118,11124,8.88,45.72,0
118,16001,18.47,112.85,0
119,9447,28.05,301.06,0
119,6268,52.65,253.86,0
119,11894,84.85,496.08,0
119,7814,6.83,64.43,0
119,4367,76.67,421.66,0
119,4939,20.19,207.87,0
120,16771,11.96,55.14,0
120,184,28.33,152.42,0
120,17165,39.6,249.87,0
120,16725,24.43,210.79,0
120,9836,7.98,45.47,0
121,11097,35.91,219.51,0
121,12940,68.31,381.03,0
121,3947,41.46,330.27,0
121,17396,7.96,94.36,0
122,16342,39.26,200.99,0
122,12430,35.51,267.05,0
122,13783,75.07,464.72,0
122,5271,22.4,257.85,0
123,14447,17.01,116.17,0
123,8601,62.91,429.73,0
123,8830,53.75,400.67,0
123,3896,9.92,88.0,0
123,17504,36.29,418.24,0
124,8695,6.83,39.34,0
124,3212,5.01,34.7,0
124,9843,40.62,275.21,0
124,6143,9.12,50.17,0
124,11249,16.2,89.71,0
124,2354,28.14,120.21,0
125,10813,62.33,341.89,0
125,2355,34.73,389.57,0
125,1125,25.04,155.33,0
125,10593,58.37,445.38,1
125,15186,2.9,17.05,0
125,20798,47.55,420.21,0
126,15793,33.25,265.15,0
126,5472,45.0,202.29,0
126,2914,72.94,468.38,0
126,407,109.79,441.03,0
127,16217,61.91,314.4,0
127,5910,23.77,256.27,0
127,20965,38.82,202.22,0
127,3325,61.16,282.97,0
127,16455,17.12,122.03,0
127,3214,81.76,491.65,0
128,15036,99.01,474.29,0
128,15321,24.43,224.1,0
128,13960,51.27,447.15,0
128,8709,102.43,486.43,0
128,3224,89.88,390.32,0
129,6030,18.89,116.9,0
129,12898,74.74,309.03,0
129,18652,27.07,162.95,0
129,17990,119.5,485.67,0
130,14135,79.75,402.24,0
130,15802,99.31,444.98,0
130,818,110.18,459.8,0
130,5394,42.02,187.63,0
130,5560,73.19,477.93,0
130,16123,61.46,396.31,0
130,1683,28.4,118.54,0
131,18868,70.27,385.44,0
131,7378,9.59,97.5,0
131,6914,8.58,72.09,0
131,4190,52.1,496.19,0
131,234,27.51,150.55,0
132,19073,73.56,327.75,0
132,7637,34.44,271.76,0
132,7589,35.2,271.69,0
132,3281,27.7,345.17,0
132,10658,18.7,164.83,0
132,16639,65.62,277.54,0
132,9906,41.67,190.98,0
133,14697,45.7,247.19,0
133,14934,30.65,250.92,0
133,18333,55.42,418.43,0
133,6629,13.02,122.59,0
133,765,91.02,443.72,0
133,7558,14.63,81.36,0
134,7476,80.91,343.88,0
134,7192,24.97,183.69,0
134,17544,63.67,390.1,0
134,19689,34.29,230.51,0
134,18735,57.62,497.22,0
134,4599,25.07,197.12,0
134,8049,101.09,470.35,0
134,13139,40.02,277.89,0
135,11240,38.86,327.47,0
135,14543,73.6,429.32,0
135,4899,66.18,297.84,0
135,5177,40.96,209.04,0
135,20448,2.94,29.39,0
135,17436,121.89,490.37,0
136,8786,3.14,12.78,0
136,13810,73.26,295.8,0
136,16732,4.75,29.4,0
136,7624,94.51,498.93,0
136,4570,16.45,118.83,0
137,6058,10.65,115.42,0
137,11891,16.9,105.76,0
137,10712,48.52,296.03,0
137,18396,14.71,95.8,0
137,2343,43.75,309.83,0
138,4563,59.21,381.01,0
138,18546,57.13,231.8,0
138,2768,9.72,53.28,0
138,11373,79.03,478.82,0
138,18959,48.69,383.53,0
138,11564,22.24,209.44,0
139,10389,47.54,271.63,0
139,10286,33.45,293.61,0
139,5433,1.36,10.72,0
139,7687,62.63,396.99,0
139,10883,69.78,486.32,0
139,17110,71.62,331.33,0
140,15354,59.51,347.29,0
140,15103,55.58,336.7,0
140,10172,45.68,267.12,0
140,4010,19.43,100.81,0
140,16692,70.89,324.03,0
140,275,36.17,164.18,0
140,16096,19.0,93.07,0
141,15144,69.24,319.71,0
141,17974,118.6,499.11,0
141,15025,114.31,457.97,0
141,18979,55.11,419.29,0
142,14560,39.99,323.43,0
142,914,92.21,477.61,0
142,3059,106.62,497.43,0
142,18086,45.76,445.05,0
142,14847,45.89,245.16,0
142,14472,9.73,66.63,0
143,13097,76.59,462.84,0
143,15174,67.15,461.82,0
143,1278,19.8,95.48,0
143,11164,58.76,284.14,0
143,16806,38.94,373.46,0
143,8575,7.47,47.97,0
144,9957,5.97,44.27,0
144,18820,76.13,328.12,0
144,20177,69.35,466.18,0
144,11619,46.09,438.83,0
144,843,8.45,42.9,0
145,4422,41.43,189.92,0
145,10264,1.01,6.23,0
145,14400,44.47,290.26,0
145,2169,27.98,159.68,0
146,8923,6.63,54.86,0
146,4331,110.39,495.36,0
146,202,49.59,222.03,0
146,17734,81.58,346.98,0
147,12692,46.2,191.57,0
147,10060,59.3,447.25,0
147,11838,80.34,424.44,0
147,13351,7.79,53.25,0
148,865,39.89,397.37,0
148,1572,17.76,110.13,0
148,18082,79.09,453.03,0
148,7233,62.41,369.97,0
148,17876,36.07,273.98,0
148,12929,69.28,466.9,0
148,5501,40.01,238.79,0
149,11729,34.84,171.19,0
149,4751,3.81,22.23,0
149,3077,38.05,203.01,0
149,3073,26.67,111.83,0
149,9807,28.02,223.2,0
149,6684,78.4,317.18,0
149,3901,11.39,57.53,0
150,1313,30.9,201.47,0
150,7271,40.43,171.18,0
150,8723,49.93,341.9,0
150,16527,52.08,402.44,0
151,20672,21.74,270.31,0
151,13930,14.19,58.82,0
151,12795,32.84,224.18,0
151,19885,8.9,70.97,0
151,20894,67.82,359.58,0
151,15794,88.64,388.38,0
152,6886,22.15,117.91,0
152,16087,97.16,432.92,0
152,5971,38.26,162.04,0
152,4535,41.97,363.22,0
152,6017,34.4,145.38,0
153,20757,28.05,134.31,0
153,9332,66.31,373.18,0
153,1809,93.16,463.18,0
153,9249,69.16,354.58,0
153,1747,2.59,11.22,0
154,18123,98.97,474.58,0
154,20464,2.54,25.78,0
154,17238,45.97,266.66,0
154,2612,43.13,205.9,0
154,13948,24.51,213.56,0
154,7296,7.23,77.4,0
154,5975,31.33,179.48,0
154,4523,26.59,120.58,0
155,13056,38.66,179.14,0
155,14332,42.43,419.22,0
155,15795,80.76,344.83,0
155,11577,4.33,36.03,0
155,5149,73.58,465.32,0
155,10030,4.12,31.26,0
156,183,4.45,29.43,0
156,16660,27.15,237.97,0
156,2288,31.17,386.79,0
156,15271,38.56,402.94,0
156,14685,16.05,109.24,0
157,14211,18.2,120.13,0
157,7756,1.23,6.48,0
