node_id,name,cell_type,logic_depth,fanout,fan_in,slack_ns,cell_delay_ps,drive_strength,cell_area_um2,congestion_score,is_critical
70,cell_70,Register,5,1,1,0.248,14.4,3.5,2.37,0.981,0
71,cell_71,Port,7,3,2,0.234,15.5,1.1,2.19,0.532,0
72,cell_72,Register,5,1,1,0.66,9.3,4.3,3.89,0.383,0
73,cell_73,Buffer,6,1,3,0.869,27.1,4.4,2.0,0.675,0
74,cell_74,Port,7,1,11,0.309,22.6,2.3,5.35,0.15,0
75,cell_75,Logic,5,1,1,0.638,18.0,3.8,4.89,0.337,0
76,cell_76,Port,4,1,4,-0.126,15.4,4.6,4.32,0.934,1
77,cell_77,Port,2,6,1,0.325,13.9,3.3,5.0,0.59,0
78,cell_78,Register,3,1,7,0.491,10.2,4.8,3.03,0.198,0
79,cell_79,Logic,2,2,1,0.227,15.4,3.1,2.6,0.813,0
80,cell_80,Port,4,1,3,0.219,16.3,4.8,4.37,0.728,0
81,cell_81,Buffer,5,3,1,0.3,8.8,2.6,5.27,0.455,0
82,cell_82,Logic,3,1,1,0.588,16.7,4.4,2.5,0.049,0
83,cell_83,Port,5,6,1,0.444,14.2,3.7,0.64,0.282,0
84,cell_84,Buffer,2,6,7,-0.171,5.5,1.3,3.06,0.122,1
85,cell_85,Port,3,1,3,-0.136,10.7,4.3,5.11,0.49,1
86,cell_86,Register,7,6,3,0.318,12.9,3.0,4.93,0.367,0
87,cell_87,Port,6,16,5,0.637,24.4,3.9,5.33,0.889,0
88,cell_88,Logic,5,5,1,-0.324,17.8,1.3,5.21,0.686,1
89,cell_89,Register,8,5,1,0.35,8.3,2.8,1.49,0.252,0
90,cell_90,Register,4,1,1,0.342,17.4,2.1,5.36,0.337,0
91,cell_91,Buffer,3,2,1,0.917,7.3,1.8,4.26,0.296,0
92,cell_92,Logic,1,1,1,0.384,20.4,3.0,1.15,0.819,0
93,cell_93,Logic,4,1,1,0.615,12.6,1.7,2.17,0.543,0
94,cell_94,Buffer,4,20,1,0.542,14.5,4.0,5.3,0.179,0
95,cell_95,Buffer,2,1,1,-0.139,21.6,4.4,5.35,0.357,1
96,cell_96,Port,3,4,1,0.73,8.6,1.0,2.05,0.018,0
97,cell_97,Buffer,3,4,1,0.565,8.0,2.1,4.33,0.325,0
98,cell_98,Logic,3,5,7,0.652,12.1,2.4,4.51,0.636,0
99,cell_99,Buffer,8,18,2,1.678,20.2,2.4,2.79,0.596,0
100,cell_100,Port,1,1,6,-0.125,7.4,3.3,1.33,0.357,1
101,cell_101,Port,6,1,1,1.017,0.8,3.8,0.5,0.037,0
102,cell_102,Buffer,2,1,1,0.414,12.7,3.3,1.24,0.739,0
103,cell_103,Logic,1,1,3,0.586,17.8,2.9,4.91,0.249,0
104,cell_104,Port,3,1,1,0.486,21.0,1.5,2.01,0.084,0
105,cell_105,Register,8,1,1,0.373,12.7,1.4,0.9,0.095,0
106,cell_106,Port,7,4,1,0.329,12.9,3.9,1.68,0.727,0
107,cell_107,Register,8,2,1,0.599,20.8,1.7,1.52,0.633,0
108,cell_108,Register,6,1,1,0.045,5.7,3.4,0.95,0.431,1
109,cell_109,Buffer,5,3,1,0.725,13.1,4.9,1.72,0.275,0
110,cell_110,Logic,2,1,2,0.375,16.0,4.1,3.92,0.972,0
111,cell_111,Register,4,1,1,0.161,17.2,4.2,4.73,0.689,1
112,cell_112,Port,7,4,1,0.365,12.5,1.9,2.37,0.244,0
113,cell_113,Logic,7,2,3,0.877,15.2,2.5,2.89,0.826,0
114,cell_114,Register,7,4,1,0.339,2.6,1.3,2.22,0.835,0
115,cell_115,Buffer,8,1,1,0.608,11.7,3.9,2.85,0.733,0
116,cell_116,Port,6,5,3,0.281,17.3,2.0,3.93,0.524,0
117,cell_117,Port,5,2,1,0.727,10.1,4.3,3.99,0.458,0
118,cell_118,Register,6,2,1,0.706,15.3,3.6,5.06,0.077,0
119,cell_119,Buffer,2,2,1,1.055,17.2,4.6,3.84,0.373,0
