node_id,name,cell_type,logic_depth,fanout,fan_in,slack_ns,cell_delay_ps,drive_strength,cell_area_um2,congestion_score,is_critical
42,cell_42,Buffer,7,3,8,0.8,9.1,4.6,1.9,0.755,0
43,cell_43,Logic,2,2,2,0.299,23.2,4.1,4.15,0.137,0
44,cell_44,Buffer,6,2,2,0.918,10.5,2.3,4.18,0.186,0
45,cell_45,Buffer,4,2,1,0.425,18.2,1.6,1.73,0.382,0
46,cell_46,Logic,7,1,4,0.587,13.4,1.3,2.14,0.554,0
47,cell_47,Register,7,2,1,0.578,18.0,4.1,3.4,0.042,0
48,cell_48,Logic,6,3,1,0.46,12.3,2.5,4.96,0.826,0
49,cell_49,Buffer,4,6,1,0.743,14.2,2.3,3.46,0.835,0
50,cell_50,Logic,3,3,1,0.738,15.2,1.2,1.24,0.304,0
51,cell_51,Register,2,4,1,-0.025,10.0,4.8,3.37,0.559,1
52,cell_52,Register,8,1,2,0.891,18.7,2.1,0.53,0.463,0
53,cell_53,Logic,2,1,4,0.001,12.4,2.8,5.4,0.027,1
54,cell_54,Logic,8,1,1,0.81,13.9,3.0,0.7,0.002,0
55,cell_55,Logic,6,1,2,0.838,10.0,4.7,2.85,0.263,0
56,cell_56,Port,2,3,1,0.173,2.2,3.4,4.34,0.956,1
57,cell_57,Buffer,8,14,3,0.377,14.0,1.7,0.67,0.834,0
58,cell_58,Buffer,3,1,3,0.168,27.1,3.0,3.16,0.473,1
59,cell_59,Register,5,1,1,0.436,18.9,1.6,2.9,0.654,0
60,cell_60,Buffer,7,4,2,0.408,14.9,4.1,4.49,0.893,0
61,cell_61,Port,2,1,1,0.734,13.7,1.9,4.61,0.417,0
62,cell_62,Register,2,2,1,0.893,15.1,3.6,2.76,0.492,0
63,cell_63,Logic,7,3,3,0.919,17.7,4.7,1.7,0.688,0
64,cell_64,Logic,6,2,1,0.331,9.1,3.9,3.29,0.245,0
65,cell_65,Register,8,1,1,0.437,20.6,1.4,0.56,0.119,0
66,cell_66,Register,1,1,1,-0.005,18.6,1.3,4.16,0.277,1
67,cell_67,Register,2,4,3,0.258,18.6,3.3,5.25,0.994,0
68,cell_68,Port,4,2,1,0.789,17.2,2.0,1.16,0.067,0
69,cell_69,Logic,3,1,1,0.985,15.1,2.8,1.98,0.746,0
70,cell_70,Port,1,4,2,0.13,18.4,4.6,3.74,0.581,1
71,cell_71,Logic,3,1,3,0.322,18.0,1.6,0.95,0.566,0
72,cell_72,Register,3,4,1,0.492,13.2,3.6,2.9,0.868,0
73,cell_73,Port,8,1,1,0.584,12.1,4.7,2.02,0.628,0
74,cell_74,Buffer,5,9,1,0.257,15.5,3.7,4.02,0.476,0
75,cell_75,Logic,7,1,1,0.627,22.7,2.1,4.79,0.694,0
76,cell_76,Register,8,1,1,0.358,8.8,3.8,4.24,0.12,0
77,cell_77,Register,4,1,2,0.496,7.7,4.6,0.62,0.513,0
78,cell_78,Port,4,1,2,0.664,15.8,3.3,2.77,0.575,0
79,cell_79,Buffer,6,6,1,0.502,15.3,3.1,4.36,0.845,0
80,cell_80,Buffer,5,16,1,0.369,15.9,4.8,4.87,0.163,0
81,cell_81,Logic,5,1,3,0.467,16.2,3.0,2.53,0.059,0
82,cell_82,Logic,7,1,1,0.473,13.9,2.7,4.45,0.32,0
83,cell_83,Logic,6,3,7,0.389,22.4,4.4,2.35,0.878,0
84,cell_84,Port,2,6,2,0.422,7.0,4.1,2.82,0.135,0
85,cell_85,Register,1,2,1,0.98,10.9,4.1,3.67,0.163,0
86,cell_86,Port,7,1,2,0.668,14.5,3.2,4.8,0.273,0
87,cell_87,Register,3,1,1,0.411,6.8,1.0,0.85,0.42,0
88,cell_88,Register,5,3,2,0.709,14.1,4.8,4.97,0.912,0
89,cell_89,Register,1,1,1,0.4,23.3,4.3,2.16,0.356,0
90,cell_90,Buffer,6,2,1,0.852,15.1,2.9,0.66,0.29,0
91,cell_91,Port,1,1,3,0.611,16.2,3.3,2.63,0.53,0
92,cell_92,Port,1,4,1,0.468,8.7,4.7,1.85,0.936,0
93,cell_93,Port,6,1,3,0.634,11.9,2.4,5.23,0.514,0
94,cell_94,Buffer,2,2,1,0.029,13.1,3.7,3.21,0.766,1
95,cell_95,Buffer,5,1,2,0.162,13.4,2.6,4.47,0.183,1
96,cell_96,Register,1,3,2,0.142,21.4,3.5,4.44,0.095,1
97,cell_97,Buffer,4,1,1,0.543,17.8,4.8,0.9,0.753,0
98,cell_98,Logic,7,2,1,1.02,9.4,1.4,4.9,0.544,0
99,cell_99,Logic,7,2,1,1.169,16.2,3.1,4.18,0.872,0
100,cell_100,Logic,6,2,1,0.691,17.5,4.8,0.77,0.827,0
101,cell_101,Port,7,2,1,0.65,20.7,1.3,5.23,0.685,0
102,cell_102,Logic,7,3,2,-0.04,22.9,2.8,3.87,0.301,1
103,cell_103,Buffer,7,4,5,0.337,9.9,4.1,4.94,0.685,0
104,cell_104,Port,7,1,4,0.264,10.9,3.6,1.05,0.688,0
105,cell_105,Port,4,5,2,0.314,8.7,1.7,2.33,0.096,0
106,cell_106,Logic,3,2,3,0.45,13.8,1.2,3.6,0.58,0
107,cell_107,Register,8,1,2,0.358,17.3,2.5,2.33,0.823,0
108,cell_108,Register,3,1,1,-0.094,19.9,1.8,1.38,0.013,1
109,cell_109,Buffer,4,1,4,0.724,14.6,3.8,3.29,0.518,0
110,cell_110,Logic,7,4,2,0.178,13.4,4.6,0.84,0.373,1
111,cell_111,Buffer,6,3,1,0.572,15.8,3.5,4.05,0.485,0
112,cell_112,Register,7,4,1,1.122,10.8,2.4,1.52,0.34,0
113,cell_113,Register,3,2,1,0.224,25.4,1.3,5.41,0.911,0
114,cell_114,Logic,5,1,1,-0.259,7.0,3.5,1.69,0.102,1
115,cell_115,Register,3,1,3,0.414,15.9,3.9,1.07,0.155,0
116,cell_116,Register,3,1,1,0.83,25.1,1.6,2.89,0.221,0
117,cell_117,Register,1,1,1,1.088,15.0,1.8,5.2,0.188,0
118,cell_118,Logic,2,1,7,0.131,14.0,3.9,3.4,0.897,1
119,cell_119,Logic,1,1,1,0.649,13.2,3.4,5.3,0.613,0
120,cell_120,Register,3,2,1,0.36,14.1,3.0,1.55,0.831,0
121,cell_121,Register,8,3,1,0.468,21.9,1.3,4.23,0.526,0
122,cell_122,Port,7,19,2,1.293,3.9,3.2,1.63,0.532,0
123,cell_123,Logic,3,8,5,0.049,22.7,2.2,2.26,0.551,1
124,cell_124,Buffer,2,3,1,0.576,7.9,3.1,1.84,0.756,0
125,cell_125,Buffer,3,1,3,0.64,13.7,4.3,3.9,0.114,0
126,cell_126,Register,7,3,1,0.826,12.9,2.8,1.89,0.46,0
127,cell_127,Register,8,4,4,0.529,17.9,5.0,0.82,0.076,0
128,cell_128,Port,7,1,2,0.592,7.0,1.1,2.23,0.819,0
129,cell_129,Port,3,1,3,0.383,17.3,1.2,2.93,0.923,0
130,cell_130,Logic,8,5,1,0.581,25.1,4.2,3.13,0.48,0
131,cell_131,Buffer,7,1,6,0.397,8.2,1.2,1.11,0.312,0
132,cell_132,Port,8,2,2,0.686,15.9,1.5,4.05,0.363,0
133,cell_133,Buffer,7,2,1,0.389,11.7,4.2,3.89,0.817,0
134,cell_134,Port,6,1,3,0.613,17.1,3.7,3.16,0.89,0
135,cell_135,Register,4,1,1,0.491,15.1,2.8,1.96,0.598,0
136,cell_136,Port,3,1,4,0.838,11.8,3.7,3.6,0.764,0
137,cell_137,Port,7,1,1,0.485,17.4,4.5,4.5,0.342,0
138,cell_138,Logic,1,1,2,-0.032,24.0,1.6,5.23,0.71,1
139,cell_139,Register,8,5,1,0.879,14.0,3.3,4.54,0.029,0
140,cell_140,Register,4,1,1,0.228,18.6,4.7,5.2,0.815,0
141,cell_141,Logic,5,2,1,0.304,8.5,1.1,0.83,0.222,0
142,cell_142,Buffer,7,1,1,0.321,10.2,1.6,4.96,0.857,0
143,cell_143,Register,6,8,1,0.912,17.4,3.6,2.79,0.142,0
144,cell_144,Register,1,1,1,-0.141,22.4,2.9,0.9,0.227,1
145,cell_145,Logic,1,1,1,1.441,16.8,4.7,4.99,0.125,0
146,cell_146,Buffer,8,6,1,0.817,13.4,1.2,1.94,0.13,0
147,cell_147,Register,6,5,1,0.567,15.0,3.8,5.28,0.079,0
148,cell_148,Logic,2,1,2,0.484,8.7,1.5,1.05,0.691,0
149,cell_149,Register,8,4,1,0.586,18.0,1.7,1.88,0.784,0
150,cell_150,Port,2,1,4,0.656,19.4,1.2,3.99,0.078,0
151,cell_151,Buffer,3,1,3,0.694,12.7,2.2,2.98,0.775,0
152,cell_152,Port,5,1,2,0.667,12.6,4.2,4.87,0.757,0
153,cell_153,Buffer,8,1,1,0.527,16.3,2.8,3.1,0.043,0
154,cell_154,Logic,2,3,4,0.441,12.8,1.7,3.64,0.108,0
155,cell_155,Register,2,2,1,0.455,14.7,3.4,1.97,0.793,0
156,cell_156,Register,4,1,1,0.442,25.5,4.3,5.35,0.513,0
157,cell_157,Logic,8,3,1,0.84,13.8,1.4,3.21,0.059,0
158,cell_158,Register,2,4,3,0.678,13.2,3.0,1.16,0.119,0
159,cell_159,Port,5,1,1,-0.382,11.8,4.2,2.23,0.253,1
160,cell_160,Logic,1,2,1,0.697,18.7,1.9,2.72,0.066,0
161,cell_161,Port,6,1,10,0.558,14.1,4.2,3.72,0.668,0
162,cell_162,Buffer,1,4,3,0.494,11.8,2.7,1.96,0.755,0
163,cell_163,Register,8,3,1,0.383,21.6,4.2,0.81,0.782,0
164,cell_164,Port,8,9,1,0.837,22.1,4.9,4.86,0.92,0
165,cell_165,Register,8,1,3,0.784,12.0,3.7,1.66,0.205,0
166,cell_166,Buffer,6,1,1,0.268,5.7,2.3,5.24,0.901,0
167,cell_167,Register,7,1,1,0.622,20.0,4.9,3.72,0.185,0
168,cell_168,Buffer,6,1,1,0.209,11.6,3.3,2.56,0.352,0
169,cell_169,Logic,5,1,4,0.086,19.0,1.5,2.21,0.091,1
170,cell_170,Register,5,7,2,0.312,5.1,4.3,3.73,0.846,0
171,cell_171,Logic,3,1,3,0.759,19.5,4.2,2.13,0.942,0
172,cell_172,Buffer,1,1,4,0.786,8.9,4.1,3.47,0.949,0
173,cell_173,Logic,5,4,1,0.654,18.7,3.4,3.98,0.348,0
174,cell_174,Port,5,1,1,0.718,15.1,2.3,4.71,0.161,0
175,cell_175,Logic,1,4,1,0.655,10.2,1.5,2.73,0.501,0
176,cell_176,Port,8,1,1,0.308,13.0,1.6,2.02,0.729,0
177,cell_177,Buffer,3,2,1,0.63,18.4,2.7,1.16,0.242,0
178,cell_178,Buffer,1,1,2,0.74,15.5,3.8,4.45,0.57,0
179,cell_179,Register,5,1,1,0.726,17.9,3.2,1.36,0.099,0
180,cell_180,Port,1,7,4,0.857,24.9,2.8,1.8,0.578,0
181,cell_181,Register,5,1,1,0.712,7.2,4.7,2.92,0.014,0
182,cell_182,Register,8,2,1,0.605,23.1,1.2,5.35,0.217,0
183,cell_183,Buffer,2,1,1,0.821,15.5,1.4,4.35,0.192,0
184,cell_184,Logic,3,1,1,0.492,10.5,4.4,0.74,0.282,0
185,cell_185,Buffer,2,6,2,0.235,8.3,3.4,2.27,0.902,0
186,cell_186,Buffer,5,1,1,0.451,14.1,4.1,2.78,0.537,0
187,cell_187,Logic,5,3,1,0.277,19.6,1.1,1.33,0.974,0
188,cell_188,Port,3,9,1,0.297,14.4,2.9,5.12,0.099,0
189,cell_189,Port,5,2,1,0.457,22.6,1.0,4.06,0.214,0
190,cell_190,Logic,5,8,1,0.262,7.7,1.7,1.93,0.504,0
191,cell_191,Logic,5,1,2,0.408,14.9,1.4,5.37,0.708,0
192,cell_192,Register,1,1,6,-0.068,8.7,3.6,4.7,0.366,1
193,cell_193,Logic,2,1,1,0.564,16.8,4.5,3.96,0.589,0
194,cell_194,Logic,3,3,2,0.5,19.4,2.7,3.83,0.44,0
195,cell_195,Register,3,11,1,0.255,12.9,4.2,1.27,0.958,0
196,cell_196,Port,8,1,2,0.698,2.0,4.1,1.69,0.181,0
197,cell_197,Logic,6,3,1,0.781,16.0,3.8,0.71,0.355,0
198,cell_198,Logic,3,1,1,0.018,17.2,1.8,2.08,0.38,1
199,cell_199,Register,5,2,1,0.271,17.0,3.6,1.13,0.214,0
200,cell_200,Logic,4,1,1,0.269,21.2,3.1,1.8,0.228,0
201,cell_201,Register,8,10,1,0.218,9.6,2.6,1.42,0.113,0
202,cell_202,Buffer,3,2,1,0.749,18.4,4.8,3.31,0.985,0
203,cell_203,Register,1,1,1,0.442,21.0,3.4,0.67,0.124,0
204,cell_204,Buffer,6,1,7,0.421,6.1,1.2,2.08,0.11,0
205,cell_205,Buffer,2,1,1,-0.101,16.6,1.7,2.22,0.136,1
206,cell_206,Register,3,1,1,0.691,12.5,3.0,2.36,0.762,0
207,cell_207,Register,3,1,1,0.128,14.6,4.8,3.2,0.705,1
208,cell_208,Register,8,5,1,0.518,16.7,3.5,1.31,0.557,0
209,cell_209,Port,7,2,1,0.583,12.6,4.1,2.01,0.041,0
210,cell_210,Logic,7,2,1,0.908,11.6,2.4,5.1,0.328,0
211,cell_211,Register,4,1,1,0.107,15.2,1.0,2.52,0.116,1
212,cell_212,Buffer,8,5,1,-0.406,9.6,1.9,3.0,0.284,1
213,cell_213,Buffer,3,3,1,0.555,9.6,1.5,1.23,0.6,0
214,cell_214,Register,4,1,1,1.04,18.4,3.1,2.79,0.312,0
215,cell_215,Logic,6,3,1,0.872,9.3,1.4,2.1,0.976,0
216,cell_216,Logic,1,2,1,0.563,18.3,2.4,0.52,0.444,0
217,cell_217,Logic,5,1,1,0.353,17.3,4.0,4.19,0.554,0
218,cell_218,Buffer,2,1,3,0.742,6.4,3.2,5.38,0.291,0
219,cell_219,Register,1,1,1,0.208,11.6,1.9,2.16,0.855,0
220,cell_220,Register,3,1,1,0.643,21.0,4.1,4.03,0.189,0
221,cell_221,Register,8,8,1,0.652,10.1,3.6,2.87,0.07,0
222,cell_222,Buffer,7,5,5,0.818,12.7,2.1,1.95,0.841,0
223,cell_223,Register,8,3,1,1.328,17.3,1.8,5.22,0.476,0
224,cell_224,Buffer,5,1,1,0.618,18.9,4.2,5.4,0.679,0
225,cell_225,Buffer,8,1,1,0.347,13.7,3.7,3.37,0.179,0
226,cell_226,Logic,4,3,1,0.492,12.0,4.9,1.24,0.999,0
227,cell_227,Register,7,2,1,-0.031,22.1,2.9,3.33,0.492,1
228,cell_228,Register,7,1,1,0.292,23.7,1.7,5.03,0.105,0
229,cell_229,Port,8,2,4,0.377,19.9,3.7,2.71,0.438,0
230,cell_230,Logic,5,4,1,0.343,15.4,1.2,3.95,0.659,0
231,cell_231,Buffer,3,1,2,0.546,11.0,3.6,4.16,0.085,0
232,cell_232,Logic,7,1,9,0.253,10.8,2.1,5.0,0.143,0
233,cell_233,Port,1,4,1,0.836,17.6,2.7,1.2,0.401,0
234,cell_234,Logic,5,1,1,0.5,17.1,2.3,3.25,0.591,0
235,cell_235,Logic,8,1,1,0.497,22.0,4.2,2.04,0.102,0
236,cell_236,Port,7,1,1,0.402,18.3,4.0,2.51,0.925,0
237,cell_237,Logic,6,1,1,0.547,7.5,1.2,4.7,0.978,0
238,cell_238,Logic,1,4,4,0.748,20.3,4.0,2.73,0.065,0
239,cell_239,Port,2,2,2,0.24,10.0,4.7,0.96,0.975,0
240,cell_240,Port,6,1,1,0.303,13.1,1.7,0.78,0.339,0
241,cell_241,Buffer,7,6,1,0.409,16.3,4.1,3.71,0.595,0
242,cell_242,Port,5,6,3,0.096,25.0,2.9,3.42,0.991,1
243,cell_243,Register,6,6,6,0.254,30.5,1.5,1.61,0.123,0
244,cell_244,Register,5,1,3,0.357,18.0,4.6,5.18,0.838,0
245,cell_245,Register,5,1,1,0.762,14.1,3.9,1.89,0.725,0
246,cell_246,Buffer,2,12,2,0.579,17.7,3.4,0.61,0.279,0
247,cell_247,Logic,5,4,1,0.558,19.4,2.3,3.19,0.713,0
248,cell_248,Port,7,1,1,0.755,13.4,1.8,2.73,0.582,0
249,cell_249,Buffer,8,1,1,0.459,24.0,3.7,3.86,0.273,0
