node_id,name,cell_type,logic_depth,fanout,fan_in,slack_ns,cell_delay_ps,drive_strength,cell_area_um2,congestion_score,is_critical
113,LOG_16_D05_00113,Logic,5,1,3,0.038003,33,16,4.948,0.1557,0
114,LOG_8_D07_00114,Logic,7,3,4,0.080728,19,8,2.011,0.3309,0
115,BUF_4_D08_00115,Buffer,8,4,4,-0.031706,32,4,1.25,0.8862,1
116,LOG_16_D07_00116,Logic,7,1,3,0.08592,17,16,5.052,0.1552,0
117,LOG_2_D12_00117,Logic,12,4,1,-0.071237,59,2,0.927,0.5143,1
118,LOG_16_D03_00118,Logic,3,,4,0.132242,35,,4.809,19.3957,0
119,LOG_4_D04_00119,Logic,4,6,4,0.021982,28,4,1.677,0.2952,0
120,LOG_16_D05_00120,Logic,5,1,3,,38,16,2.996,0.2568,0
121,LOG_1_D04_00121,Logic,4,4,3,0.024974,6,1,0.637,0.2877,0
122,LOG_2_D01_00122,Logic,1,5,3,0.146705,35,2,,0.3538,0
123,LOG_8_D05_00123,Logic,5,1,4,0.118198,15,8,2.82,0.0573,0
124,LOG_8_D03_00124,Logic,3,3,3,0.059799,20,,3.027,0.4781,0
125,PRT_2_D01_00125,Port,1,3,4,0.067925,12,2,0.728,0.0594,0
126,PRT_2_D06_00126,Port,6,4,,0.131873,9,2,0.655,0.3738,0
127,LOG_4_D12_00127,Logic,12,8,,-0.056866,40,4,,0.8973,1
128,BUF_1_D01_00128,Buffer,1,7,,0.051729,15,1,0.644,0.1468,0
129,PRT_16_D06_00129,Port,6,4,3,0.098548,22,16,4.75,0.4961,0
130,LOG_8_D02_00130,Logic,2,1,4,0.007649,9,8,2.101,0.0608,0
131,LOG_4_D08_00131,Logic,8,4,1,0.120074,5,4,1.665,0.1547,0
132,LOG_1_D08_00132,Logic,8,,2,0.056778,8,1,0.528,0.1122,0
133,PRT_2_D07_00133,Port,7,1,3,0.075286,10,2,0.777,0.1542,0
134,LOG_1_D01_00134,Logic,1,4,4,0.06067,26,1,0.615,0.3276,0
135,BUF_1_D04_00135,Buffer,4,6,1,0.146522,6,1,0.606,0.434,0
136,PRT_16_D04_00136,Port,4,7,3,0.070954,28,16,3.689,0.3789,0
137,LOG_4_D05_00137,Logic,5,,4,0.103614,39,4,1.134,0.4977,0
138,LOG_2_D01_00138,Logic,1,2,4,0.141947,30,2,0.822,0.2861,0
139,LOG_1_D03_00139,Buffer,3,3,,0.13117,13,1,0.496,,0
140,PRT_8_D06_00140,Port,6,5,5,-0.017523,,8,1.597,0.843,1
141,PRT_1_D03_00141,Port,3,4,1,0.046729,38,,,0.4043,0
142,LOG_4_D08_00142,Logic,8,3,,0.118848,6,4,1.376,0.3196,0
143,LOG_1_D01_00143,Logic,1,6,4,0.122289,,1,0.479,0.1704,0
144,LOG_8_D08_00144,Logic,8,5,4,,19,8,2.394,0.3507,0
145,BUF_1_D08_00145,Buffer,8,5,3,-0.070849,39,1,0.495,0.5881,1
146,LOG_16_D02_00146,Logic,,5,2,0.087231,22,16,3.817,0.2006,0
147,LOG_8_D04_00147,Logic,4,8,3,0.081419,14,,2.343,0.4943,0
148,PRT_4_D03_00148,Port,3,6,1,0.034888,27,4,1.684,0.3329,0
149,LOG_2_D01_00149,Logic,1,,4,0.132114,25,2,0.684,0.4048,0
150,PRT_4_D03_00150,Port,3,7,1,0.017993,30,4,0.914,0.0733,0
151,REG_16_D12_00151,Register,12,15,1,-0.060071,45,16,2.853,0.6182,1
152,LOG_4_D05_00152,Logic,5,3,1,0.014776,23,4,1.661,0.4278,0
153,LOG_1_D01_00153,Logic,1,3,4,,11,1,0.593,0.4499,0
154,PRT_8_D06_00154,Port,6,4,4,-0.038082,40,8,1.722,0.5389,1
155,BUF_2_D06_00155,Buffer,6,1,4,0.022335,42,2,0.77,7.9477,0
156,BUF_4_D08_00156,Buffer,8,6,4,0.025305,16,4,1.566,0.4707,0
157,LOG_2_D01_00157,Logic,1,4,2,0.130395,20,2,0.781,0.2943,0
158,LOG_1_D03_00158,Logic,3,7,4,0.138473,34,1,0.47,0.4428,0
159,LOG_1_D01_00159,Logic,1,8,1,0.077273,45,1,0.609,0.4505,0
160,LOG_1_D08_00160,Logic,8,9,1,-0.00824,39,1,0.469,0.7892,1
161,LOG_4_D02_00161,Logic,2,1,1,0.017715,30,4,1.466,0.4882,0
162,LOG_1_D05_00162,Logic,5,7,2,0.101133,8,1,,14.8063,0
163,REG_1_D06_00163,Register,6,13,3,-0.056495,33,1,0.569,0.8629,1
164,PRT_4_D05_00164,Port,5,6,1,,24,4,100.748,0.3826,0
165,LOG_16_D06_00165,Logic,6,6,,0.021775,39,16,3.159,0.1942,0
166,BUF_16_D03_00166,Buffer,3,1,4,0.107414,39,16,3.523,0.1933,0
167,PRT_16_D03_00167,Port,3,4,4,0.030922,20,16,4.362,0.1261,0
168,BUF_1_D08_00168,Buffer,8,10,5,0.002525,44,1,0.624,0.8902,1
169,LOG_8_D05_00169,Logic,5,5,1,0.008584,9,8,1.558,0.3805,0
170,BUF_2_D05_00170,Buffer,5,7,1,0.148796,35,2,0.696,0.0592,0
171,PRT_8_D07_00171,Port,7,11,2,-0.040431,59,8,2.621,0.6871,1
172,BUF_16_D12_00172,Buffer,12,9,4,-0.008137,31,16,5.751,0.7184,1
173,BUF_4_D05_00173,Buffer,5,8,2,0.071903,,4,0.933,0.0537,0
174,LOG_2_D01_00174,Logic,1,4,4,0.057283,32,2,0.735,0.2325,0
175,LOG_16_D07_00175,Logic,7,7,4,0.055242,21,16,,0.0549,0
176,LOG_4_D02_00176,Logic,2,1,,0.057734,37,4,1.028,0.4225,0
177,LOG_16_D03_00177,Logic,3,7,1,,25,16,,0.2843,0
178,BUF_16_D01_00178,Buffer,1,3,3,0.008852,28,16,3.048,0.2361,0
179,LOG_16_D05_00179,Logic,5,7,1,0.053823,23,16,4.062,11.3273,0
180,LOG_4_D08_00180,Logic,8,3,2,0.034608,30,,0.927,0.1562,0
181,REG_4_D07_00181,Register,7,4,1,-0.016143,30,4,,0.7583,1
182,BUF_1_D07_00182,Buffer,7,7,,-0.036239,30,1,0.493,0.7254,1
183,LOG_16_D08_00183,Logic,8,4,2,0.095992,41,16,3.616,0.1059,0
184,LOG_2_D10_00184,Logic,10,7,4,,27,2,0.63,0.7255,1
185,BUF_4_D05_00185,Buffer,5,3,2,0.143646,20,4,1.175,0.1183,0
186,LOG_16_D05_00186,Logic,5,8,3,0.123279,11,16,3.323,0.4758,0
187,BUF_2_D04_00187,Buffer,4,3,1,0.125507,45,2,0.793,,0
188,BUF_2_D10_00188,Buffer,10,13,5,-0.024355,48,2,0.677,0.7901,1
189,REG_1_D01_00189,Buffer,1,7,4,0.123083,16,1,0.591,,0
190,REG_8_D06_00190,Register,6,8,4,0.140665,44,8,1.789,0.3498,0
191,REG_1_D08_00191,Register,8,8,1,0.122948,12,1,,0.1855,0
192,PRT_4_D05_00192,Port,5,,2,0.059486,44,4,0.914,0.3895,0
193,PRT_1_D06_00193,Buffer,6,8,1,0.058338,,1,0.483,0.3289,0
194,BUF_2_D03_00194,Buffer,3,3,,0.128993,18,2,0.794,0.3976,0
195,LOG_1_D07_00195,Logic,7,4,2,0.136824,6,1,0.493,0.1637,0
196,LOG_8_D09_00196,Logic,9,15,4,-0.030104,40,8,1.659,0.89,1
197,LOG_16_D05_00197,Logic,5,1,1,0.067664,,16,3.951,0.1359,0
198,LOG_2_D03_00198,Logic,3,2,3,0.015045,41,2,0.63,0.4241,0
199,REG_16_D02_00199,Register,2,8,4,0.146941,22,16,3.421,0.4926,0
200,LOG_16_D05_00200,Logic,5,1,2,0.123514,30,16,5.85,0.4128,0
201,LOG_4_D08_00201,Logic,,3,2,0.14526,12,4,1.139,0.4844,0
202,PRT_2_D08_00202,Port,8,7,4,0.141025,11,2,0.849,0.4299,0
203,BUF_4_D10_00203,Buffer,10,15,4,-0.000746,52,4,1.357,0.6276,1
204,LOG_16_D07_00204,Logic,7,14,3,-0.00085,26,16,4.274,0.7717,1
205,REG_2_D02_00205,Register,,5,4,0.054308,8,2,0.684,0.4036,0
206,REG_1_D03_00206,Register,3,5,1,0.101005,41,1,0.534,0.3403,0
207,LOG_16_D12_00207,Logic,12,14,4,-0.019769,53,16,4.699,0.7427,1
208,LOG_8_D02_00208,Logic,2,5,2,0.063372,23,8,3.071,0.1221,0
209,LOG_1_D07_00209,Logic,7,1,2,0.114844,39,1,0.559,0.2335,0
210,LOG_8_D07_00210,Logic,7,5,3,0.087687,31,8,2.463,0.3438,0
211,LOG_4_D06_00211,Logic,6,8,3,0.088259,12,4,1.528,0.4339,0
212,LOG_8_D03_00212,Logic,3,3,,0.015036,37,8,2.583,0.4333,0
213,PRT_1_D08_00213,Port,8,2,,0.020717,32,1,0.468,0.409,0
214,REG_2_D02_00214,Register,2,7,1,0.145943,36,2,0.922,0.2499,0
215,LOG_2_D01_00215,Logic,1,6,4,0.040036,9,2,0.655,0.4672,0
216,LOG_8_D08_00216,Logic,8,8,4,0.085154,16,8,2.252,0.199,0
217,REG_8_D01_00217,Register,1,2,4,0.036572,21,8,2.32,0.0738,0
218,LOG_1_D04_00218,Logic,4,4,2,0.089059,37,1,0.525,0.0777,0
219,BUF_2_D07_00219,Buffer,7,5,1,0.00895,7,2,0.646,0.3682,0
220,REG_16_D01_00220,Register,1,5,3,,,16,2.996,0.1442,0
221,BUF_4_D07_00221,Buffer,7,5,3,-0.013099,34,4,61.517,0.9365,1
222,LOG_16_D03_00222,Logic,3,91,1,0.149389,32,16,3.319,0.1619,0
223,LOG_8_D06_00223,Logic,6,4,4,0.054098,20,8,3.095,0.2406,0
224,BUF_8_D08_00224,Buffer,,6,4,0.062722,11,8,2.618,0.2883,0
225,BUF_16_D07_00225,Buffer,7,4,3,0.041772,28,16,4.497,0.2805,0
226,LOG_8_D02_00226,Logic,2,6,1,0.01643,41,8,3.016,0.1502,0
227,BUF_2_D06_00227,Buffer,6,14,1,-0.078718,41,2,0.806,0.5961,1
228,REG_4_D07_00228,Register,7,5,4,0.046942,44,4,0.955,0.3081,0
229,LOG_4_D03_00229,Buffer,3,5,3,0.111455,,4,1.334,0.4961,0
230,PRT_1_D06_00230,Port,6,3,1,0.05317,10,,0.565,0.1808,0
231,BUF_16_D03_00231,Buffer,3,2,2,,6,16,4.07,0.0703,0
232,REG_16_D03_00232,Register,3,5,4,,20,16,3.769,0.3911,0
233,LOG_1_D02_00233,Logic,2,7,2,0.071868,29,1,0.632,0.3532,0
234,LOG_16_D03_00234,Logic,3,7,2,0.118661,10,16,2.734,0.2635,0
235,PRT_2_D11_00235,Port,11,6,2,-0.03739,33,2,,0.914,1
236,LOG_16_D04_00236,Logic,4,4,4,0.086638,29,16,4.319,0.3765,0
237,LOG_2_D05_00237,Logic,5,5,3,0.094494,13,2,0.954,0.2746,0
238,PRT_8_D09_00238,Port,9,12,5,-0.019051,33,8,2.683,0.6667,1
239,LOG_2_D02_00239,Logic,2,1,3,0.141757,21,2,0.993,0.1545,0
240,LOG_2_D08_00240,Logic,8,5,1,0.046668,10,2,0.685,0.0952,0
241,PRT_2_D06_00241,Port,6,15,4,-0.062231,42,2,0.908,0.8754,1
242,PRT_8_D01_00242,Port,1,4,1,0.065219,44,8,1.693,0.311,0
243,BUF_1_D02_00243,Buffer,2,5,1,0.009016,33,1,0.57,0.2,0
244,LOG_8_D04_00244,Logic,4,1,3,0.017294,43,8,1.769,,0
245,LOG_1_D12_00245,Logic,12,8,3,-0.058499,25,1,0.489,0.7803,1
246,BUF_4_D05_00246,Buffer,5,5,1,0.034371,44,4,54.004,0.0979,0
247,LOG_16_D07_00247,Logic,7,1,1,0.124044,5,16,5.652,0.1146,0
248,LOG_2_D06_00248,Logic,6,147,4,0.040957,25,2,0.932,0.3037,0
249,BUF_16_D06_00249,Buffer,6,5,2,0.06273,42,16,3.0,0.3592,0
250,PRT_1_D07_00250,Port,7,5,1,0.119021,31,1,0.626,,0
251,BUF_2_D01_00251,Buffer,1,3,3,0.037156,27,2,0.724,0.1101,0
252,REG_8_D03_00252,Register,3,6,4,0.10912,42,8,161.271,0.4232,0
253,BUF_2_D06_00253,Buffer,6,8,1,,7,2,0.935,0.1466,0
254,BUF_4_D02_00254,Buffer,2,8,1,0.145584,41,4,1.467,,0
255,LOG_8_D08_00255,Logic,8,6,1,0.095042,34,8,2.173,0.3175,0
256,REG_2_D05_00256,Register,5,3,4,0.014849,6,2,0.994,,0
257,PRT_4_D02_00257,Port,2,1,2,0.035471,9,4,1.624,0.2549,0
258,LOG_8_D08_00258,Logic,8,,2,0.082701,45,8,3.024,0.2562,0
259,BUF_4_D09_00259,Buffer,,,3,-0.070197,57,4,1.104,0.5698,1
260,PRT_4_D08_00260,Buffer,8,7,1,0.059131,35,4,1.619,0.0573,0
261,PRT_1_D01_00261,Port,1,4,1,0.060518,44,1,0.559,0.119,0
262,BUF_16_D03_00262,Buffer,3,7,2,0.028154,28,16,4.564,0.2987,0
263,LOG_16_D06_00263,Logic,6,6,3,0.112652,18,16,4.32,0.3015,0
264,PRT_2_D06_00264,Port,6,,1,-0.023555,59,2,0.995,0.7705,1
265,REG_4_D01_00265,Register,1,3,3,0.023302,362,4,1.251,0.4656,0
266,LOG_2_D05_00266,Logic,,7,2,0.13535,11,2,,0.1612,0
267,LOG_4_D04_00267,Logic,4,4,4,0.141308,36,4,,0.2052,0
268,LOG_2_D08_00268,Logic,8,8,2,0.115242,27,2,0.909,0.4426,0
269,BUF_8_D01_00269,Buffer,1,2,3,0.063289,24,8,1.584,6.1461,0
270,LOG_8_D11_00270,Logic,,12,1,-0.046116,32,8,2.102,0.5753,1
271,REG_8_D06_00271,Buffer,6,3,4,0.134473,8,8,2.671,0.4734,0
272,LOG_8_D06_00272,Logic,6,6,1,0.085189,41,8,2.919,0.1789,0
273,LOG_16_D05_00273,Logic,5,5,1,0.035889,15,16,4.497,0.1788,0
274,LOG_1_D05_00274,Buffer,5,8,,0.089642,22,1,0.599,0.1491,0
275,REG_2_D11_00275,Register,11,12,4,-0.012413,31,2,0.939,0.4522,1
276,LOG_4_D04_00276,Logic,4,4,1,,34,4,0.964,0.4139,0
277,LOG_4_D06_00277,Logic,6,4,4,0.08323,36,4,1.418,,0
278,BUF_4_D12_00278,Buffer,12,4,2,-0.017581,46,4,1.459,0.5618,1
279,BUF_16_D03_00279,Buffer,3,7,4,0.039986,12,16,5.63,0.1272,0
280,LOG_1_D07_00280,Logic,7,14,1,-0.044211,46,1,0.599,0.7862,1
281,BUF_16_D01_00281,Buffer,1,6,2,0.011788,39,16,4.881,,0
282,REG_1_D05_00282,Register,,6,3,0.130464,15,1,0.609,0.4913,0
283,LOG_1_D01_00283,Logic,1,2,2,0.03999,5,1,0.48,0.311,0
284,LOG_8_D05_00284,Logic,5,3,1,0.127258,44,8,2.563,0.305,0
285,REG_4_D05_00285,Register,5,2,1,0.030963,35,4,1.677,0.3566,0
286,LOG_8_D08_00286,Logic,8,7,4,0.130284,14,8,1.559,0.2906,0
287,LOG_8_D02_00287,Logic,2,6,4,0.060456,,8,1.687,0.3921,0
288,LOG_1_D02_00288,Buffer,2,5,1,0.101557,15,,0.473,0.0835,0
289,BUF_2_D08_00289,Buffer,8,3,3,0.14174,33,2,0.992,0.1562,0
290,PRT_4_D06_00290,Port,6,3,2,0.128123,7,4,1.416,0.1172,0
291,LOG_1_D06_00291,Logic,6,3,2,0.073853,25,1,0.451,,0
292,LOG_8_D02_00292,Logic,2,7,4,0.094565,12,8,1.733,0.4555,0
293,BUF_16_D06_00293,Buffer,6,6,4,,44,16,3.911,0.196,0
294,BUF_4_D02_00294,Buffer,2,2,3,0.067401,42,4,1.662,0.337,0
295,LOG_2_D03_00295,Logic,3,3,3,0.032206,18,2,,,0
296,BUF_2_D03_00296,Buffer,3,2,1,0.042095,9,2,0.996,0.4623,0
297,LOG_2_D03_00297,Logic,3,3,4,0.062757,10,2,0.817,0.4907,0
298,REG_8_D11_00298,Register,11,4,2,0.000189,51,,1.614,0.8364,1
299,LOG_4_D02_00299,Logic,2,2,2,0.057697,45,4,1.345,0.2689,0
300,REG_1_D10_00300,Register,10,119,4,-0.035488,,1,0.527,0.6687,1
301,REG_1_D08_00301,Register,8,10,5,-0.009279,58,1,0.501,0.8335,1
302,BUF_16_D02_00302,Buffer,2,1,1,0.076881,22,16,3.889,0.353,0
303,BUF_4_D02_00303,Buffer,2,1,3,0.010617,7,4,1.198,0.3741,0
304,LOG_1_D08_00304,Logic,,10,5,-0.020365,55,1,0.512,0.8376,1
305,BUF_1_D01_00305,Buffer,1,8,3,0.084444,13,1,0.527,0.4086,0
306,LOG_1_D05_00306,Logic,5,6,1,0.029241,17,1,0.489,0.2578,0
307,REG_2_D08_00307,Register,8,8,1,0.141408,23,2,0.872,0.1417,0
308,LOG_16_D02_00308,Logic,2,2,1,0.099502,24,16,4.827,0.1026,0
309,LOG_8_D06_00309,Logic,6,8,3,0.04038,16,8,2.798,0.4122,0
310,LOG_8_D03_00310,Logic,3,5,3,,45,8,2.251,0.3892,0
311,LOG_8_D12_00311,Logic,12,12,1,-0.014116,30,8,2.928,0.7881,1
312,LOG_2_D09_00312,Logic,9,13,1,-0.065575,59,2,0.741,,1
313,LOG_2_D03_00313,Logic,3,2,1,0.06217,9,2,0.978,,0
314,PRT_4_D01_00314,Port,1,7,4,0.018327,26,4,1.562,0.1384,0
315,LOG_1_D05_00315,Logic,5,7,2,0.01472,8,1,0.49,0.0824,0
316,LOG_8_D01_00316,Logic,1,2,2,0.105403,15,8,2.924,0.2236,0
317,REG_8_D08_00317,Register,8,12,1,-0.075753,57,8,1.743,0.6633,1
318,LOG_8_D08_00318,Logic,8,8,4,0.140487,32,8,1.699,0.3345,0
319,BUF_2_D08_00319,Buffer,8,5,3,,29,2,148.622,0.2896,0
